"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39767","Site ID creation in Pega portal","chromium","Tue Dec 16 16:56:53 IST 2025","passed","Tue Dec 16 16:57:33 IST 2025","","Site_ID_Creation.spec.js","",""
